Category,City,Title,Rating,TimesRated,Address,Phone,Instagram
כושר,ירושלים,"אדיר אוחנה סטודיו
מנוהל",0.0,0 ביקורות,"הרב יצחק נסים 21, ירושלים",050-2333405,https://www.instagram.com/adirohanafit/
כושר,ירושלים,"יקי דוגה אימונים ותזונה
מנוהל",0.0,8 ביקורות,"יפה נוף 14, ירושלים",054-5444146,https://www.instagram.com/Yaki_Doga_Fit/
כושר,ירושלים,מלכה עינת,0.0,6 ביקורות,"בן ציון ליאון 8, ירושלים",050-2518779,אין
כושר,ירושלים,פליק פלאק,0.0,21 ביקורות,"הורקניה 14, ירושלים",02-6480427,אין
כושר,ירושלים,שרון שגיא סטודיו לפלמנקו,0.0,1 ביקורות,"יעל 9, ירושלים",052-8449900,אין
כושר,חיפה,"סרף קלאב Surf Club
מנוהל",9.6,1372 ביקורות,"דוד אלעזר, חיפה",04-8550183,https://www.instagram.com/Surfclubhaifa/
כושר,חיפה,"דן קרטינג
מנוהל",8.8,2475 ביקורות,"קניון חיפה, חיפה",04-8501060,אין
כושר,חיפה,"סטודיו לאימונים Train Station
מנוהל",9.5,343 ביקורות,"שונית 12, חיפה (מרכז מסחרי רמת הנשיא)",1-700-501750,https://www.instagram.com/train_station_haifa/
כושר,חיפה,"קשת ים שייט ביאכטה
מנוהל",9.5,178 ביקורות,"מעגן הדייג קישון, חיפה",052-2369564,https://www.instagram.com/Keshet_yam/
כושר,חיפה,"נינג'ה סיטי
מנוהל",8.8,287 ביקורות,"המוסכים 24, חיפה",077-8040445,https://www.instagram.com/ninjacity_haifa/
כושר,חיפה,"דן קרטינג
מנוהל",9,1628 ביקורות,"החרושת 13, חיפה",04-8501060,אין
כושר,חיפה,מרכז הספורט בטכניון,8.9,768 ביקורות,"קרית הטכניון, חיפה",04-8235944,אין
כושר,חיפה,"בולדר
מנוהל",9,310 ביקורות,"יעקב מושלי 5, חיפה",04-8700296,https://www.instagram.com/boulderhaifa/
כושר,חיפה,"דניס אימונים אישיים
מנוהל",8.8,31 ביקורות,"רמת בגין, חיפה",054-2508104,אין
כושר,חיפה,"Urban Vikings
מנוהל",9.3,81 ביקורות,"ראול ולנברג 11, חיפה",052-8962454,אין
כושר,חיפה,מכבי הר הכרמל,8.6,982 ביקורות,"ביכורים 19, חיפה",04-8388341,אין
כושר,חיפה,"Function Studio
מנוהל",9.3,78 ביקורות,"שדרות הנשיא 48, חיפה",050-6861985,https://www.instagram.com/function_haifa/
כושר,חיפה,"המרכז ליוגה הוליסטית
מנוהל",9.3,90 ביקורות,"לבונה 3, חיפה",050-7259930,אין
כושר,חיפה,ואמוס,8.9,97 ביקורות,"שדרות אבא חושי 199, חיפה",054-2199244,אין
כושר,חיפה,"הסטודיו
מנוהל",9,62 ביקורות,"דרך הים 14, חיפה",058-7616363,https://www.instagram.com/studio_haifa/
כושר,חיפה,"קהונה סרפ קלאב
מנוהל",8.7,35 ביקורות,"דוד אלעזר 10, חיפה",054-8931514,https://www.instagram.com/kahuna.surf.club/
כושר,חיפה,"מורן נחמני אימוני כושר אישיים
מנוהל",8.9,65 ביקורות,"חניתה 88, חיפה",טלפון,אין
כושר,חיפה,"Yogalaya
מנוהל",9,28 ביקורות,"יפה נוף 120, חיפה",050-6930827,אין
כושר,חיפה,יוגה חיפה,8.9,33 ביקורות,"אלברט איינשטיין 11, חיפה",04-8111921,אין
כושר,חיפה,נאיה יוגה,9,37 ביקורות,"שדרות הנשיא 125, חיפה",04-8101921,אין
כושר,חיפה,קרוספיט,9,231 ביקורות,"ציפורה זייד 3, חיפה",054-3381730,אין
כושר,חיפה,היכל הספורט,8.3,1509 ביקורות,חיפה,04-8241012,אין
כושר,חיפה,"עידן אלמוג
מנוהל",8.8,27 ביקורות,"מעיין 1, חיפה",טלפון,https://www.instagram.com/2aim_studio/
כושר,חיפה,"קרוספיט צפון
מנוהל",9.3,123 ביקורות,"הנמל 8, חיפה",054-2359407,https://www.instagram.com/Crossfit.Tzafon/
כושר,חיפה,"אצטדיון סמי עופר
מנוהל",9.1,10113 ביקורות,"פנחס ואברהם רוטנברג 2, חיפה",04-3002301,https://www.instagram.com/sammy_ofer_stadium/
כושר,חיפה,V FITNESS,8.1,70 ביקורות,"חורב 17, חיפה",04-8678881,אין
כושר,חיפה,"Dan Active
מנוהל",0.0,50 ביקורות,חיפה,052-6650526,אין
כושר,חיפה,"אלון גרוס OAK Fitness By
מנוהל",0.0,20 ביקורות,"שדרות הנשיא 124, חיפה",054-4234349,https://www.instagram.com/oakfit_team/
כושר,חיפה,מרכז הטניס חיפה,0.0,24 ביקורות,"צביה ויצחק 2, חיפה",04-8522721,אין
כושר,חיפה,מועדון טניס כרמל,0.0,3 ביקורות,"שדרות יצחק 17, חיפה",04-8361402,אין
כושר,חיפה,"I FEEL U
מנוהל",0.0,26 ביקורות,"אלברט איינשטיין 139, חיפה",054-6200111,אין
כושר,חיפה,ספורטר,7.9,191 ביקורות,"שדרות הנשיא 107, חיפה",04-8361730,אין
כושר,חיפה,"GOPole
מנוהל",0.0,4 ביקורות,"דרך חנקין, חיפה",054-8927339,https://www.instagram.com/gopole.haifa/
כושר,חיפה,"גליש
מנוהל",0.0,130 ביקורות,"חוף דרומי, חיפה",054-3908822,https://www.instagram.com/galish.surf/
כושר,חיפה,"ענבל ירון FD
מנוהל",0.0,1 ביקורות,"קרן היסוד 33, חיפה",052-3484084,https://www.instagram.com/Inbalyaron/
כושר,חיפה,"אצטדיון האתלטיקה ע""ש קרלי קריגר",8,285 ביקורות,"גדליהו, חיפה",04-8233955,אין
כושר,חיפה,Scoop Gym,7.8,31 ביקורות,"שדרות טרומפלדור 54, חיפה",04-8123144,אין
כושר,חיפה,אולפן למחול קריות,8.3,24 ביקורות,"הגדוד העברי 48, חיפה",050-2688982,אין
כושר,חיפה,"שוטוקאן קארטה
מנוהל",0.0,4 ביקורות,"ארתור הנטקה 55, חיפה",052-5717930,https://www.instagram.com/tzureph/
כושר,חיפה,"ניה עם ניצן גנץ
מנוהל",0.0,19 ביקורות,"לבונה, חיפה",052-6507344,https://www.instagram.com/nitzan.nia/
כושר,חיפה,Latino Beat לטינו ביט,0.0,40 ביקורות,"בניין אגודת הסטודנטים שיין, חיפה",052-6240002,אין
כושר,חיפה,"InMotion Dance Studio
מנוהל",0.0,0 ביקורות,"מרגלית 4, חיפה",055-6802590,אין
כושר,חיפה,"מיי ג'ים
מנוהל",8.1,66 ביקורות,"שדרות קק""ל 26, חיפה",04-8490603,אין
כושר,חיפה,"סטודיו studio R
מנוהל",0.0,19 ביקורות,"יהודה בורלא 3, חיפה (מרכז קהילתי רמות רמז בית המייסדים)",04-8246259,אין
כושר,חיפה,"פיור פילאטיס
מנוהל",0.0,14 ביקורות,"חנה רובינא 2, חיפה",052-4441342,אין
כושר,חיפה,"Fit for Fun
מנוהל",0.0,35 ביקורות,"שדרות הנשיא, חיפה",054-6989909,אין
כושר,חיפה,"אינפיט פילאטיס
מנוהל",0.0,6 ביקורות,"שדרות ההסתדרות 271, חיפה (I way)",054-7486686,https://www.instagram.com/Infit_pilates/
כושר,חיפה,"ריקודי עם אלעד פרל
מנוהל",0.0,23 ביקורות,חיפה,052-8889533,אין
כושר,חיפה,"רוני פרי נדב החופש לנוע
מנוהל",0.0,16 ביקורות,"ארתור הנטקה 10, חיפה",058-4710102,אין
כושר,חיפה,"פאנקי ביט סטודיו לריקוד
מנוהל",0.0,24 ביקורות,"אבא הלל סילבר 71, חיפה",052-5286233,https://www.instagram.com/_Studio_fb/
כושר,חיפה,"בומרנג פיטנס
מנוהל",8.6,10 ביקורות,"דרך הים 176, חיפה",050-4776665,אין
כושר,חיפה,"Studio Heartcore
מנוהל",8.8,44 ביקורות,"שער הגיא 8, חיפה",052-6228634,אין
כושר,חיפה,"פלוריס פילאטיס
מנוהל",9,126 ביקורות,"מחניים 7, חיפה",055-8810962,https://www.instagram.com/florispilates/
כושר,חיפה,"InMotion Pilates
מנוהל",8.8,78 ביקורות,"מרגלית 4, חיפה",טלפון,https://www.instagram.com/inmotionpilates/
כושר,חיפה,"CAT
מנוהל",8.6,10 ביקורות,"שדרות מוריה 15, חיפה",053-4673492,https://www.instagram.com/criticalalignment.il/
כושר,חיפה,"Haifa Pole Dance
מנוהל",8.9,67 ביקורות,"הנאמנים 8, חיפה",054-4863121,https://www.instagram.com/haifapole_sonia/
כושר,חיפה,קיר יואב קיר טיפוס,8.2,45 ביקורות,"גן הקונגרסים, חיפה",050-7782030,אין
כושר,חיפה,"סטודיו המרכז
מנוהל",9,65 ביקורות,"שדרות הנשיא 95, חיפה",053-3447685,אין
כושר,חיפה,"איתי פיטנס
מנוהל",8.7,39 ביקורות,"אסתר רבין, חיפה",054-8107574,https://www.instagram.com/Itay.fitness/
כושר,חיפה,סקופ מועדון כושר,8.2,73 ביקורות,"שדרות טרומפלדור 54, חיפה",04-8237670,אין
כושר,חיפה,"LVL UP
מנוהל",8.7,56 ביקורות,"ראול ולנברג, חיפה",052-5399015,https://www.instagram.com/Yoni_shoikhet/
כושר,חיפה,"תומר קרב מגע
מנוהל",8.4,6 ביקורות,"אהוד 18, חיפה",052-8587880,אין
כושר,חיפה,"FITBOX
מנוהל",0.0,27 ביקורות,"חורב 15, חיפה (חורב G מרכז)",054-7275050,אין
כושר,חיפה,Meitav,8.5,15 ביקורות,"הגליל 17, חיפה",052-8961742,אין
כושר,חיפה,פרופיט,8.2,461 ביקורות,"גן הקונגרסים, חיפה",*6015,אין
כושר,חיפה,הולמס פלייס,8.2,922 ביקורות,"לירז אקסלרד 1, חיפה",04-8224440,אין
כושר,חיפה,הולמס פלייס,8.2,301 ביקורות,"קניון חיפה, חיפה",04-8500980,אין
כושר,חיפה,EMS Club,8.5,55 ביקורות,"דרך פיק""א 6, חיפה",*2338,אין
כושר,חיפה,"שגית פילאטיס
מנוהל",8.2,12 ביקורות,"ליונל ווטסון 22, חיפה",050-7491381,אין
כושר,חיפה,"בית היוגה
מנוהל",8.3,17 ביקורות,"שדרות מוריה 53, חיפה",054-5277148,אין
כושר,חיפה,"אקסטרים טקטיקל פיינטבול
מנוהל",8.2,15 ביקורות,"כברי 1, חיפה",052-7555551,https://www.instagram.com/Paintball_haifa/
כושר,חיפה,אקס פארק,7.7,50 ביקורות,"גן הקונגרסים, חיפה",1599-524400,אין
כושר,חיפה,"טיולי אתגר W.A
מנוהל",0.0,77 ביקורות,חיפה,052-5621450,אין
כושר,חיפה,"רן גולן קליסטניקס
מנוהל",7.9,4 ביקורות,"חביבה רייך 38, חיפה",054-7448947,https://www.instagram.com/Rangolan/
כושר,חיפה,"ליידיס אין שייפ
מנוהל",0.0,7 ביקורות,"הרצל 16, חיפה",077-3535000,אין
כושר,חיפה,"הסטודיו
מנוהל",0.0,39 ביקורות,"אינטרנשיונל 9, חיפה",058-7616363,https://www.instagram.com/studio_haifa/
כושר,חיפה,גלי בתנועה,0.0,9 ביקורות,"משה סורוקה 31, חיפה",טלפון,אין
כושר,חיפה,אימון פונקציונלי בחיפה KTB,8,33 ביקורות,"חורב 24, חיפה",04-8110707,אין
כושר,חיפה,סטודיו למחול לואיזה ארנון,0.0,13 ביקורות,"מרגלית 4, חיפה",050-7263892,אין
כושר,חיפה,דאנס אנד פיט,0.0,21 ביקורות,"דרך פיק""א 69, חיפה",052-6553903,אין
כושר,חיפה,"מועדון אימונים FLEX
מנוהל",0.0,1 ביקורות,"שדרות הנשיא 117, חיפה",052-6287998,אין
כושר,חיפה,"קרטה שוטוקאן עודד פרידמן
מנוהל",0.0,14 ביקורות,"אבא הלל סילבר 71, חיפה (בית אבא חושי)",050-8671900,אין
כושר,חיפה,"Pole Dance Theater
מנוהל",0.0,42 ביקורות,"טשרניחובסקי 37, חיפה",054-5449828,אין
כושר,חיפה,פנטופיה פאנטופיה חיפה,0.0,12 ביקורות,"העמלים 37, חיפה",04-6661103,אין
כושר,חיפה,פילאטיס דניה,0.0,3 ביקורות,"שלונסקי 1, חיפה",050-3859585,אין
כושר,חיפה,"לאה פילאטיס
מנוהל",0.0,7 ביקורות,"שדרות הנשיא 48, חיפה",052-2387650,אין
כושר,חיפה,"החופש לנוע
מנוהל",0.0,9 ביקורות,"שדרות הנשיא 56, חיפה",טלפון,אין
כושר,חיפה,"לוטן יוגה
מנוהל",0.0,13 ביקורות,"ראול ולנברג 11, חיפה",054-4855484,אין
כושר,חיפה,"HY Fitness
מנוהל",0.0,20 ביקורות,"הרצל 16, חיפה",054-3279207,https://www.instagram.com/Hyfit100/
כושר,חיפה,"אלנקווה ים
מנוהל",0.0,4 ביקורות,"דרך פיק""א 69, חיפה",050-9932032,https://www.instagram.com/Seaustronger/
כושר,חיפה,יוגה עם עדי לרנר,0.0,11 ביקורות,"גבעת דאונס 13, חיפה",052-8888303,אין
כושר,חיפה,I Climb,7.2,73 ביקורות,"העמלים 37, חיפה",04-6661103,אין
כושר,חיפה,כמו דג במים,0.0,18 ביקורות,"יאיר כ""ץ 12, חיפה (אלישע)",054-2500499,אין
כושר,חיפה,פשוט יוגה,0.0,18 ביקורות,"ראול ולנברג 9, חיפה",052-3470949,אין
כושר,חיפה,"קפוארה ברזיל capoeira brasil
מנוהל",0.0,7 ביקורות,"שדרות סיני 13, חיפה",052-2631158,אין
כושר,חיפה,"בי""ס לקרטה והגנת עצמית",0.0,7 ביקורות,"צדקיהו 6, חיפה",052-5347080,אין
כושר,חיפה,נתנאלה יוגה הוליסטית,0.0,7 ביקורות,"שדרות הנשיא 142, חיפה",054-4611122,אין
כושר,חיפה,גל אלמוג בית ספר לגלישה,0.0,36 ביקורות,"קרית חיים מזרחית, חיפה",052-5323283,אין
כושר,חיפה,"Ballet Studio Brise
מנוהל",0.0,13 ביקורות,"צה""ל 16, חיפה",053-3325131,https://www.instagram.com/studio.brise/
כושר,חיפה,קפוארה ברזיל,7.5,19 ביקורות,"הפלוגות 16, חיפה",054-5856767,אין
עיצוב שיער,תל אביב,"סטודיו חפיף
מנוהל",9.7,1405 ביקורות,"אבן גבירול 13, תל אביב יפו",03-6858282,https://www.instagram.com/Studiohafif/
עיצוב שיער,תל אביב,"איציק אואקיל עיצוב שיער
מנוהל",9.6,894 ביקורות,"שדרות יהודית 25, תל אביב יפו",03-5344110,https://www.instagram.com/izikoakil/
עיצוב שיער,תל אביב,"רפאל המספרה
מנוהל",9.6,542 ביקורות,"שינקין 55, תל אביב יפו",050-4581416,אין
עיצוב שיער,תל אביב,"hair couture nyc המספרה הניו יורקית
מנוהל",9.5,1089 ביקורות,"יהודה המכבי 87, תל אביב יפו",072-2487048,https://www.instagram.com/hair_couture_nyc/
עיצוב שיער,תל אביב,"ראש גדול עיצוב שיער
מנוהל",9.5,707 ביקורות,"דרך השלום 101, תל אביב יפו",03-7310791,אין
עיצוב שיער,תל אביב,"אלי ביטון מסטהייר
מנוהל",9.5,114 ביקורות,"בוגרשוב 62, תל אביב יפו",03-5259797,https://www.instagram.com/Eli_bitton_musthair/
עיצוב שיער,תל אביב,"יאקו ברברשופ
מנוהל",9.5,148 ביקורות,"בית רובינשטיין, תל אביב יפו",054-7717405,https://www.instagram.com/Barbero_tlv/
עיצוב שיער,תל אביב,"Arnolds
מנוהל",9.4,322 ביקורות,"מעון 28, תל אביב יפו",052-4533557,https://www.instagram.com/Arnold.hair/
עיצוב שיער,תל אביב,"מאיר קידר
מנוהל",9.4,178 ביקורות,"בן יהודה 226, תל אביב יפו",03-5461371,אין
עיצוב שיער,תל אביב,"יריב עיצוב בשיער
מנוהל",9.4,284 ביקורות,"קהילת פאדובה 20, תל אביב יפו",052-6567325,https://www.instagram.com/Yariv.hair.cut/
עיצוב שיער,תל אביב,"אומן השיער ליאור ניסימוב
מנוהל",9.4,513 ביקורות,"שדרות המעפילים 31, תל אביב יפו",03-6822666,אין
עיצוב שיער,תל אביב,"עיצוב שיער סידי
מנוהל",9.4,128 ביקורות,"זמנהוף 7, תל אביב יפו",052-7837283,אין
עיצוב שיער,תל אביב,"סטיילי עיצוב שיער
מנוהל",9.5,135 ביקורות,"המלך ג'ורג' 11, תל אביב יפו",055-7228445,https://www.instagram.com/stylytlv/
עיצוב שיער,תל אביב,מספרת רועי ראובני,9.4,299 ביקורות,"בזל 33, תל אביב יפו",052-6968697,אין
עיצוב שיער,תל אביב,"מספרת שי גדון
מנוהל",9.4,102 ביקורות,"שינקין 61, תל אביב יפו",03-6855467,https://www.instagram.com/Shaygadon/
עיצוב שיער,תל אביב,"עומר שמעוני
מנוהל",9.3,1124 ביקורות,"מגדלי אלון, תל אביב יפו",050-6551156,https://www.instagram.com/omershimoni_hairsalon/
עיצוב שיער,תל אביב,"שופוני ברברשופ
מנוהל",9.4,435 ביקורות,"פרישמן 86, תל אביב יפו",052-5472469,https://www.instagram.com/shufooni_barbershop/
עיצוב שיער,תל אביב,"רם סולן
מנוהל",9.3,140 ביקורות,"דיזנגוף 46, תל אביב יפו",050-2236630,https://www.instagram.com/Ram.solan/
עיצוב שיער,תל אביב,"אריאל ישראלוב עיצוב שיער
מנוהל",9.3,173 ביקורות,"דיזנגוף 287, תל אביב יפו",050-2425230,אין
עיצוב שיער,תל אביב,"Mipelo
מנוהל",9.3,222 ביקורות,"המכבי 13, תל אביב יפו",058-7970995,https://www.instagram.com/Mipelo_tlv/
עיצוב שיער,תל אביב,יעקב בנוז מעצב שיער,9.3,78 ביקורות,"המלך ג'ורג' 84, תל אביב יפו",03-6059055,אין
עיצוב שיער,תל אביב,"Nini Hair
מנוהל",9.3,150 ביקורות,"החשמונאים 78, תל אביב יפו",03-5611363,https://www.instagram.com/nini_hair1/
עיצוב שיער,תל אביב,"אבי מלכה
מנוהל",9.3,158 ביקורות,"פרישמן 45, תל אביב יפו",03-5222381,https://www.instagram.com/AVIMALKA1/
עיצוב שיער,תל אביב,"רועי אמזלג
מנוהל",9.3,172 ביקורות,"ה' באייר 64, תל אביב יפו",03-6432303,https://www.instagram.com/roeeamzaleg/
עיצוב שיער,תל אביב,"CUT The Bullshit
מנוהל",9.3,122 ביקורות,"דרך מנחם בגין 46, תל אביב יפו",055-7201915,https://www.instagram.com/Cut_the_bullshitt/
עיצוב שיער,תל אביב,"ברק שושן עיצוב שיער
מנוהל",9.3,106 ביקורות,"פרישמן 32, תל אביב יפו",054-4677079,https://www.instagram.com/Barak_shoshan/
עיצוב שיער,תל אביב,"Snirmeir Barbershop
מנוהל",9.3,145 ביקורות,"דיזנגוף 130, תל אביב יפו",050-6848389,https://www.instagram.com/snirmeir/
עיצוב שיער,תל אביב,אומנות השיער,9.2,77 ביקורות,"לוריא 6, תל אביב יפו",077-2011364,אין
עיצוב שיער,תל אביב,"אסי מדי עיצוב שיער
מנוהל",9.2,102 ביקורות,"אבן גבירול 121, תל אביב יפו",052-8020825,https://www.instagram.com/assimady/
עיצוב שיער,תל אביב,קובי ואלי בורוכוב,9.2,201 ביקורות,"בן יהודה 71, תל אביב יפו",050-9707075,https://www.instagram.com/Kobieliborochov/
עיצוב שיער,תל אביב,"אריאל עיצוב שיער
מנוהל",9.2,107 ביקורות,"טאגור 55, תל אביב יפו",052-7253725,https://www.instagram.com/ariel_hair_master/
עיצוב שיער,תל אביב,"צ'ימי עיצוב שיער
מנוהל",9.2,147 ביקורות,"בוגרשוב 68, תל אביב יפו",03-6293430,אין
עיצוב שיער,תל אביב,"המספרה by shimi
מנוהל",9.2,138 ביקורות,"המלך ג'ורג' 88, תל אביב יפו",054-6818228,https://www.instagram.com/hamasperabys/
עיצוב שיער,תל אביב,"מוטיה רובין
מנוהל",9.2,147 ביקורות,"יגאל אלון 159, תל אביב יפו (בית פנינת איילון)",050-4328580,https://www.instagram.com/Motierubinsalon/
עיצוב שיער,תל אביב,"ארטיום קבנצקי
מנוהל",9.2,57 ביקורות,"דורון 21, תל אביב יפו",052-4307221,https://www.instagram.com/artyomkavnatsky/
עיצוב שיער,תל אביב,"דניאל עיצוב שיער
מנוהל",9.2,34 ביקורות,"יהודה המכבי 58, תל אביב יפו",052-3411191,אין
עיצוב שיער,תל אביב,"אורן ציוני עיצוב שיער
מנוהל",9.2,114 ביקורות,"אבן גבירול 1, תל אביב יפו",03-6855060,אין
עיצוב שיער,תל אביב,"רוני מספרה
מנוהל",9.2,65 ביקורות,"נחל הבשור 1, תל אביב יפו",03-5180318,אין
עיצוב שיער,תל אביב,"ארז שרביט מעצב שיער
מנוהל",9.2,110 ביקורות,"דיזנגוף 322, תל אביב יפו",03-5445393,https://www.instagram.com/Erezsharvit_hairdesign/
עיצוב שיער,תל אביב,"נועם מזור
מנוהל",9.1,98 ביקורות,"ברודצקי 15, תל אביב יפו",03-6423222,https://www.instagram.com/noam_mazor1/
עיצוב שיער,תל אביב,"Babi Real Hair
מנוהל",9.1,91 ביקורות,"מאוריציו ויטלה 9, תל אביב יפו",052-3320431,https://www.instagram.com/Babi_realhair/
עיצוב שיער,תל אביב,אריק מאיוסט,9.1,174 ביקורות,"כ""ג יורדי הסירה 10, תל אביב יפו",03-6020372,https://www.instagram.com/EricMayost/
עיצוב שיער,תל אביב,ברוך סטייל,9.1,83 ביקורות,"דרך קיבוץ גלויות 93, תל אביב יפו",03-6877525,אין
עיצוב שיער,תל אביב,"Leeor Hair To Home P h d
מנוהל",9.1,118 ביקורות,"פנקס 4, תל אביב יפו",054-8015412,https://www.instagram.com/Leeor_hair_to_home_phd/
עיצוב שיער,תל אביב,"יהונתן יעיש
מנוהל",9.1,123 ביקורות,"דיזנגוף 225, תל אביב יפו",077-4007229,https://www.instagram.com/Yonatanyaeish/
עיצוב שיער,תל אביב,מירון מזרחי,9.1,76 ביקורות,"דרך השלום 71, תל אביב יפו",03-7323867,אין
עיצוב שיער,תל אביב,"יקי גולברי
מנוהל",9.1,207 ביקורות,"אופנהיימר 13, תל אביב יפו",03-6410876,https://www.instagram.com/Ygolbary/
עיצוב שיער,תל אביב,"Barber Shop
מנוהל",9.1,908 ביקורות,"דיזנגוף 229, תל אביב יפו",03-5375553,אין
עיצוב שיער,תל אביב,ברנס אורן,9.1,62 ביקורות,"יהודה המכבי 9, תל אביב יפו",03-5441106,אין
עיצוב שיער,תל אביב,"NS Hair Studio
מנוהל",9.1,106 ביקורות,"שמואל תמיר 11, תל אביב יפו",050-7272335,https://www.instagram.com/NS.Hair.Studio/
עיצוב שיער,תל אביב,"אריק
מנוהל",9.1,62 ביקורות,"פרישמן 17, תל אביב יפו",03-5243511,אין
עיצוב שיער,תל אביב,"אסף בן הרוש
מנוהל",9.1,162 ביקורות,"וולטר מוזס, תל אביב יפו",03-9074104,אין
עיצוב שיער,תל אביב,"BarberBoss
מנוהל",9.1,281 ביקורות,"המלך ג'ורג' 9, תל אביב יפו",03-5236666,https://www.instagram.com/BarberBoss/
עיצוב שיער,תל אביב,"עומרי רשף עיצוב שיער
מנוהל",9.1,109 ביקורות,"מונטיפיורי 16, תל אביב יפו (אקרופוליס החדשה)",052-5211234,https://www.instagram.com/omri_reshef_hair_salon/
עיצוב שיער,תל אביב,"מספרת ג'ונסון
מנוהל",9.1,1091 ביקורות,"בנבנישתי 17, תל אביב יפו",03-5016262,https://www.instagram.com/jhonson_barbershop/
עיצוב שיער,תל אביב,"שי שמילי מעצב שיער
מנוהל",9.1,80 ביקורות,"נחלת יצחק 30, תל אביב יפו",054-2173488,https://www.instagram.com/shayshamili_hairstylist/
עיצוב שיער,תל אביב,"Liroy barbershop
מנוהל",9.1,91 ביקורות,"הרב יצחק ידידיה פרנקל 11, תל אביב יפו",050-9916265,https://www.instagram.com/Liroys.barbershop/
עיצוב שיער,תל אביב,"Shmuel barber shop
מנוהל",9.1,81 ביקורות,"שדרות שאול המלך 41, תל אביב יפו",03-6958723,אין
עיצוב שיער,תל אביב,"ויקי שלג עיצוב שיער
מנוהל",9,159 ביקורות,"בן יהודה 188, תל אביב יפו",050-4500943,https://www.instagram.com/Vikisheleg_hair/
עיצוב שיער,תל אביב,"Freshmen Barber and Co
מנוהל",9,76 ביקורות,"דרך מנחם בגין 144, תל אביב יפו",03-7433035,https://www.instagram.com/freshmenbarbers/
עיצוב שיער,תל אביב,"יגאל ויצמן
מנוהל",9,62 ביקורות,"הרוגי מלכות 7, תל אביב יפו",03-6476551,אין
עיצוב שיער,תל אביב,"מספרת גזוז
מנוהל",9,205 ביקורות,"פרישמן 88, תל אביב יפו",03-5224736,אין
עיצוב שיער,תל אביב,Itzik Dabach עיצוב שיער,9,86 ביקורות,"מח""ל 36, תל אביב יפו",050-4400162,אין
עיצוב שיער,תל אביב,"המספרה של שימי ורונית
מנוהל",9,42 ביקורות,"טאגור 32, תל אביב יפו",054-6903310,אין
עיצוב שיער,תל אביב,"רמי גילוחה
מנוהל",9,167 ביקורות,"נס לגויים 1, תל אביב יפו",03-6835762,אין
עיצוב שיער,תל אביב,מספרת מוטי,9,93 ביקורות,"לה גווארדיה 21, תל אביב יפו",03-5370521,אין
עיצוב שיער,תל אביב,"מספרת יוני סלסי
מנוהל",9,132 ביקורות,"שינקין 29, תל אביב יפו",03-7169997,https://www.instagram.com/Yonisalasihair/
עיצוב שיער,תל אביב,"Everyone
מנוהל",9,48 ביקורות,"ויטל 12, תל אביב יפו",טלפון,https://www.instagram.com/everyonetlv/
עיצוב שיער,תל אביב,"אהרון משייב עיצוב שיער
מנוהל",9,166 ביקורות,"דרך קיבוץ גלויות 106, תל אביב יפו",03-6160088,https://www.instagram.com/aharon_masheev/
עיצוב שיער,תל אביב,קטצוץ,9,355 ביקורות,"דרך השלום 101, תל אביב יפו",03-7322255,אין
עיצוב שיער,תל אביב,"מואיש חן
מנוהל",9,42 ביקורות,"בוגרשוב 20, תל אביב יפו",03-6299918,https://www.instagram.com/Moishchen/
עיצוב שיער,תל אביב,"עידן פור עיצוב שיער
מנוהל",9,86 ביקורות,"דיזנגוף 310, תל אביב יפו",03-6139338,https://www.instagram.com/idanpur_hair_design/
עיצוב שיער,תל אביב,"אלירן אזולאי
מנוהל",9,141 ביקורות,"דיזנגוף 50, תל אביב יפו (דיזנגוף סנטר)",050-4777705,https://www.instagram.com/eliranazulayhairdesigner/
עיצוב שיער,תל אביב,"תוספות שיער Top Hair
מנוהל",9,21 ביקורות,"דיזנגוף 99, תל אביב יפו",054-4545620,https://www.instagram.com/amiyehezkel/
עיצוב שיער,תל אביב,"fade room barbershop
מנוהל",9,164 ביקורות,"הרב יצחק ידידיה פרנקל 29, תל אביב יפו",050-3008804,https://www.instagram.com/Faderoom.barbershop/
עיצוב שיער,תל אביב,Cuts You Up,8.9,298 ביקורות,"רבי אדא 2, תל אביב יפו",03-5532323,אין
עיצוב שיער,תל אביב,"ראשם
מנוהל",8.9,89 ביקורות,"דיזנגוף סנטר, תל אביב יפו",03-6200476,אין
עיצוב שיער,תל אביב,ג'ונתן מעצב שיער,8.9,152 ביקורות,"פרישמן 13, תל אביב יפו",03-5220486,אין
עיצוב שיער,תל אביב,"חוליגן
מנוהל",9,59 ביקורות,"דיזנגוף 146, תל אביב יפו",054-4599940,https://www.instagram.com/hooliganTLV/
עיצוב שיער,תל אביב,"Reni עיצוב שיער
מנוהל",8.9,105 ביקורות,"פלורנטין 38, תל אביב יפו",054-7752201,https://www.instagram.com/Reni.hairstylist/
עיצוב שיער,תל אביב,סער ברוך,8.9,47 ביקורות,"אבן גבירול 93, תל אביב יפו",03-5248896,אין
עיצוב שיער,תל אביב,"מירו את ניסו
מנוהל",8.9,62 ביקורות,"שדרות שאול המלך 2, תל אביב יפו",03-6953829,https://www.instagram.com/yaron_dahan.salon/
עיצוב שיער,תל אביב,"רונצ'ו מספרה רמת החייל
מנוהל",8.9,175 ביקורות,"ראול ולנברג 24, תל אביב יפו (מגדלי זיו)",03-6479956,אין
